# wavelength flux
4005.2212885739 0.9879194690
4005.2279683368 0.9878530244
4005.2346481109 0.9878948740
4005.2413278962 0.9875323714
4005.2480076926 0.9869115261
4005.2546875001 0.9862814966
4005.2613673188 0.9865873946
4005.2680471486 0.9867919888
4005.2747269896 0.9871872373
4005.2814068416 0.9871346635
4005.2880867049 0.9869430571
4005.2947665793 0.9862879770
4005.3014464648 0.9857662543
4005.3081263614 0.9850271755
4005.3148062692 0.9847556571
4005.3214861882 0.9856114517
4005.3281661182 0.9861719957
4005.3348460594 0.9865200810
4005.3415260118 0.9858930715
4005.3482059753 0.9856415315
4005.3548859499 0.9860886965
4005.3615659357 0.9861918178
4005.3682459326 0.9859297611
4005.3749259407 0.9852372370
4005.3816059599 0.9845183506
4005.3882859902 0.9845377625
4005.3949660317 0.9849826758
4005.4016460843 0.9851325770
4005.4083261481 0.9855044591
4005.4150062230 0.9858407784
4005.4216863091 0.9858778904
4005.4283664062 0.9852495237
4005.4350465146 0.9845981552
4005.4417266340 0.9849633782
4005.4484067647 0.9854988758
4005.4550869064 0.9850350274
4005.4617670593 0.9854912463
4005.4684472233 0.9859377129
4005.4751273985 0.9851812101
4005.4818075848 0.9845293996
4005.4884877823 0.9849089951
4005.4951679909 0.9849990042
4005.5018482106 0.9845462202
4005.5085284415 0.9845799157
4005.5152086835 0.9846769957
4005.5218889367 0.9842702555
4005.5285692010 0.9844755615
4005.5352494764 0.9845989964
4005.5419297630 0.9845546627
4005.5486100607 0.9840800246
4005.5552903696 0.9840871543
4005.5619706896 0.9838830754
4005.5686510207 0.9841999723
4005.5753313630 0.9835118525
4005.5820117164 0.9833254966
4005.5886920810 0.9837267995
4005.5953724567 0.9835624534
4005.6020528436 0.9834332822
4005.6087332416 0.9835361786
4005.6154136507 0.9839417253
4005.6220940710 0.9838602357
4005.6287745024 0.9834133334
4005.6354549450 0.9837265790
4005.6421353987 0.9831729335
4005.6488158635 0.9832480392
4005.6554963395 0.9832326592
4005.6621768266 0.9835365106
4005.6688573249 0.9838390617
4005.6755378343 0.9833325442
4005.6822183548 0.9830858782
4005.6888988865 0.9832891918
4005.6955794294 0.9829776200
4005.7022599833 0.9827692000
4005.7089405485 0.9826564571
4005.7156211247 0.9826588208
4005.7223017121 0.9825454410
4005.7289823107 0.9825065579
4005.7356629203 0.9829968096
4005.7423435412 0.9832246061
4005.7490241731 0.9832060686
4005.7557048163 0.9832745914
4005.7623854705 0.9828448162
4005.7690661359 0.9824548628
4005.7757468124 0.9827342469
4005.7824275001 0.9827138910
4005.7891081989 0.9830946105
4005.7957889089 0.9825483895
4005.8024696300 0.9824699273
4005.8091503622 0.9828568074
4005.8158311056 0.9825337031
4005.8225118601 0.9814662812
4005.8291926258 0.9818268344
4005.8358734026 0.9824833573
4005.8425541906 0.9826256852
4005.8492349897 0.9827515566
4005.8559157999 0.9828172986
4005.8625966213 0.9829311388
4005.8692774538 0.9826576070
4005.8759582975 0.9821000891
4005.8826391523 0.9823562669
4005.8893200182 0.9821698759
4005.8960008953 0.9821149055
4005.9026817835 0.9826404094
4005.9093626829 0.9826396577
4005.9160435934 0.9821810744
4005.9227245151 0.9827219695
4005.9294054479 0.9831243881
4005.9360863918 0.9820607079
4005.9427673469 0.9813086893
4005.9494483131 0.9814729019
4005.9561292905 0.9821729336
4005.9628102790 0.9827711568
4005.9694912787 0.9826686029
4005.9761722895 0.9822145669
4005.9828533114 0.9820744417
4005.9895343445 0.9820549576
4005.9962153887 0.9820470016
4006.0028964441 0.9818052058
4006.0095775106 0.9814455050
4006.0162585882 0.9812763863
4006.0229396770 0.9815797364
4006.0296207769 0.9822095820
4006.0363018880 0.9820577616
4006.0429830102 0.9818748392
4006.0496641436 0.9817250843
4006.0563452881 0.9813923694
4006.0630264438 0.9809084633
4006.0697076106 0.9807022058
4006.0763887885 0.9811773158
4006.0830699776 0.9811857277
4006.0897511778 0.9816430954
4006.0964323891 0.9820474624
4006.1031136116 0.9818079361
4006.1097948453 0.9819606798
4006.1164760901 0.9817890594
4006.1231573460 0.9818098152
4006.1298386131 0.9809665777
4006.1365198913 0.9810421872
4006.1432011807 0.9811593116
4006.1498824812 0.9811944978
4006.1565637928 0.9817230974
4006.1632451156 0.9818040989
4006.1699264495 0.9815182178
4006.1766077946 0.9816918983
4006.1832891508 0.9813392285
4006.1899705182 0.9809335650
4006.1966518967 0.9809308522
4006.2033332863 0.9814391385
4006.2100146871 0.9814449806
4006.2166960990 0.9811349746
4006.2233775221 0.9811261531
4006.2300589563 0.9814367495
4006.2367404017 0.9816178528
4006.2434218582 0.9805990359
4006.2501033258 0.9799110014
4006.2567848046 0.9808097777
4006.2634662946 0.9808820957
4006.2701477957 0.9808673731
4006.2768293079 0.9811058635
4006.2835108312 0.9812218820
4006.2901923657 0.9812127760
4006.2968739114 0.9812191005
4006.3035554682 0.9802689228
4006.3102370361 0.9803953410
4006.3169186152 0.9801972934
4006.3236002054 0.9798996407
4006.3302818068 0.9802817910
4006.3369634193 0.9800007481
4006.3436450429 0.9802391971
4006.3503266777 0.9801100010
4006.3570083237 0.9802943191
4006.3636899808 0.9796238366
4006.3703716490 0.9794349344
4006.3770533284 0.9800465082
4006.3837350189 0.9804222494
4006.3904167205 0.9804776325
4006.3970984333 0.9802790673
4006.4037801573 0.9803591147
4006.4104618924 0.9804629514
4006.4171436386 0.9809572589
4006.4238253960 0.9808762438
4006.4305071645 0.9802784107
4006.4371889441 0.9799059535
4006.4438707349 0.9801612544
4006.4505525369 0.9804790876
4006.4572343500 0.9798234291
4006.4639161742 0.9794340556
4006.4705980096 0.9800369734
4006.4772798561 0.9800797669
4006.4839617138 0.9796336982
4006.4906435826 0.9795425291
4006.4973254626 0.9797543612
4006.5040073537 0.9802313251
4006.5106892559 0.9797305670
4006.5173711693 0.9793359785
4006.5240530938 0.9793931257
4006.5307350295 0.9797160902
4006.5374169763 0.9797314670
4006.5440989343 0.9787027551
4006.5507809034 0.9785888915
4006.5574628836 0.9792138794
4006.5641448750 0.9794082432
4006.5708268776 0.9797273732
4006.5775088912 0.9800343331
4006.5841909161 0.9801690781
4006.5908729520 0.9792960539
4006.5975549991 0.9787384068
4006.6042370574 0.9793185985
4006.6109191268 0.9791388853
4006.6176012073 0.9789673057
4006.6242832990 0.9792743888
4006.6309654019 0.9794104163
4006.6376475158 0.9792732773
4006.6443296410 0.9793565869
4006.6510117772 0.9792900844
4006.6576939246 0.9790064322
4006.6643760832 0.9783060441
4006.6710582529 0.9778217092
4006.6777404337 0.9785311931
4006.6844226257 0.9785825176
4006.6911048289 0.9786775404
4006.6977870431 0.9789905885
4006.7044692686 0.9790452732
4006.7111515051 0.9784307298
4006.7178337528 0.9787508013
4006.7245160117 0.9790822970
4006.7311982817 0.9790361048
4006.7378805628 0.9790152495
4006.7445628551 0.9788356840
4006.7512451585 0.9787717483
4006.7579274731 0.9791218536
4006.7646097988 0.9787001220
4006.7712921357 0.9787124087
4006.7779744837 0.9785932725
4006.7846568429 0.9779731135
4006.7913392132 0.9779947574
4006.7980215946 0.9782183636
4006.8047039872 0.9781385108
4006.8113863909 0.9776277895
4006.8180688058 0.9777130702
4006.8247512318 0.9779152264
4006.8314336690 0.9780187619
4006.8381161173 0.9786126624
4006.8447985768 0.9787195200
4006.8514810474 0.9781788185
4006.8581635291 0.9784622256
4006.8648460220 0.9782798213
4006.8715285261 0.9780381657
4006.8782110412 0.9779378570
4006.8848935676 0.9784639175
4006.8915761050 0.9781512387
4006.8982586536 0.9775075839
4006.9049412134 0.9776124293
4006.9116237843 0.9779768456
4006.9183063664 0.9783464788
4006.9249889596 0.9785240907
4006.9316715639 0.9786539988
4006.9383541794 0.9786643860
4006.9450368060 0.9781506954
4006.9517194438 0.9775732186
4006.9584020927 0.9776802374
4006.9650847528 0.9782718385
4006.9717674240 0.9788817592
4006.9784501063 0.9788184202
4006.9851327998 0.9782174477
4006.9918155045 0.9777961236
4006.9984982203 0.9776821165
4007.0051809472 0.9771709813
4007.0118636853 0.9772231552
4007.0185464345 0.9776035536
4007.0252291949 0.9776728858
4007.0319119664 0.9774948943
4007.0385947491 0.9779405049
4007.0452775429 0.9778509199
4007.0519603478 0.9779569825
4007.0586431639 0.9774410664
4007.0653259912 0.9766963640
4007.0720088296 0.9771348631
4007.0786916791 0.9778252017
4007.0853745398 0.9773478404
4007.0920574116 0.9773096768
4007.0987402946 0.9776423983
4007.1054231887 0.9785312339
4007.1121060939 0.9782880927
4007.1187890104 0.9781624324
4007.1254719379 0.9777064929
4007.1321548766 0.9776646402
4007.1388378264 0.9774930015
4007.1455207874 0.9773956001
4007.1522037596 0.9776779461
4007.1588867429 0.9781623820
4007.1655697373 0.9777266475
4007.1722527429 0.9771077344
4007.1789357596 0.9780298377
4007.1856187874 0.9776408346
4007.1923018264 0.9770571045
4007.1989848766 0.9773798513
4007.2056679379 0.9779342312
4007.2123510103 0.9779690971
4007.2190340939 0.9780675396
4007.2257171887 0.9782006133
4007.2324002946 0.9776590926
4007.2390834116 0.9770058115
4007.2457665398 0.9773699742
4007.2524496791 0.9770412619
4007.2591328296 0.9777861495
4007.2658159912 0.9779540594
4007.2724991639 0.9776136044
4007.2791823478 0.9776634296
4007.2858655429 0.9775923653
4007.2925487491 0.9769088204
4007.2992319664 0.9769760384
4007.3059151949 0.9772534972
4007.3125984345 0.9782439397
4007.3192816853 0.9786084816
4007.3259649473 0.9781515674
4007.3326482203 0.9776500872
4007.3393315045 0.9773540904
4007.3460147999 0.9764489460
4007.3526981064 0.9764177749
4007.3593814241 0.9768131524
4007.3660647529 0.9768241821
4007.3727480928 0.9769004100
4007.3794314439 0.9772772150
4007.3861148062 0.9775039565
4007.3927981796 0.9776591188
4007.3994815641 0.9776278625
4007.4061649598 0.9774273290
4007.4128483666 0.9778340471
4007.4195317846 0.9778915048
4007.4262152137 0.9779616153
4007.4328986540 0.9780011526
4007.4395821054 0.9784129683
4007.4462655679 0.9784828171
4007.4529490416 0.9777482319
4007.4596325265 0.9773755231
4007.4663160225 0.9772710537
4007.4729995296 0.9771763718
4007.4796830479 0.9769540322
4007.4863665774 0.9777888506
4007.4930501180 0.9773608336
4007.4997336697 0.9767175809
4007.5064172326 0.9765041386
4007.5131008066 0.9766049008
4007.5197843918 0.9765510762
4007.5264679881 0.9766216498
4007.5331515955 0.9772225384
4007.5398352142 0.9779842052
4007.5465188439 0.9778074902
4007.5532024848 0.9777033212
4007.5598861369 0.9776247773
4007.5665698001 0.9775287543
4007.5732534744 0.9774924612
4007.5799371599 0.9769709720
4007.5866208566 0.9776353902
4007.5933045643 0.9777608656
4007.5999882833 0.9769969237
4007.6066720134 0.9767831340
4007.6133557546 0.9767100791
4007.6200395069 0.9769836060
4007.6267232705 0.9777127517
4007.6334070451 0.9774806141
4007.6400908310 0.9774780514
4007.6467746279 0.9775758040
4007.6534584360 0.9773876286
4007.6601422553 0.9773372341
4007.6668260857 0.9773734276
4007.6735099272 0.9767264874
4007.6801937799 0.9767014103
4007.6868776438 0.9770926939
4007.6935615188 0.9768552716
4007.7002454049 0.9774612230
4007.7069293022 0.9773028898
4007.7136132106 0.9766713266
4007.7202971302 0.9770861725
4007.7269810609 0.9769780450
4007.7336650028 0.9760239347
4007.7403489558 0.9767537905
4007.7470329200 0.9771376176
4007.7537168953 0.9777101714
4007.7604008818 0.9778070407
4007.7670848794 0.9771623194
4007.7737688881 0.9771896589
4007.7804529080 0.9769362583
4007.7871369391 0.9764176618
4007.7938209813 0.9765344598
4007.8005050346 0.9768992144
4007.8071890991 0.9771273574
4007.8138731748 0.9764714994
4007.8205572615 0.9766229312
4007.8272413595 0.9768957956
4007.8339254686 0.9764128751
4007.8406095888 0.9762930013
4007.8472937202 0.9770508618
4007.8539778627 0.9769149056
4007.8606620164 0.9770883447
4007.8673461812 0.9775155257
4007.8740303572 0.9773938610
4007.8807145443 0.9770056542
4007.8873987426 0.9770934366
4007.8940829520 0.9765558321
4007.9007671725 0.9767601871
4007.9074514042 0.9774309080
4007.9141356471 0.9772184670
4007.9208199011 0.9774672792
4007.9275041662 0.9767571170
4007.9341884425 0.9765417773
4007.9408727300 0.9769292087
4007.9475570286 0.9764724714
4007.9542413383 0.9765377898
4007.9609256592 0.9760838758
4007.9676099912 0.9759781942
4007.9742943344 0.9765552906
4007.9809786888 0.9763111149
4007.9876630542 0.9766931152
4007.9943474309 0.9764784087
4008.0010318187 0.9762509060
4008.0077162176 0.9760328301
4008.0144006277 0.9762517477
4008.0210850489 0.9765851752
4008.0277694812 0.9765551068
4008.0344539248 0.9763072266
4008.0411383794 0.9767145908
4008.0478228452 0.9768245342
4008.0545073222 0.9762982550
4008.0611918103 0.9764742308
4008.0678763096 0.9769811864
4008.0745608200 0.9770364785
4008.0812453415 0.9767147397
4008.0879298742 0.9769195952
4008.0946144181 0.9768671849
4008.1012989731 0.9764272595
4008.1079835392 0.9764006193
4008.1146681165 0.9764882805
4008.1213527050 0.9766378349
4008.1280373046 0.9764287740
4008.1347219153 0.9761362613
4008.1414065372 0.9764039077
4008.1480911702 0.9762661657
4008.1547758144 0.9761721431
4008.1614604697 0.9770196916
4008.1681451362 0.9775567831
4008.1748298139 0.9773754065
4008.1815145026 0.9773321363
4008.1881992026 0.9768531230
4008.1948839136 0.9769428191
4008.2015686359 0.9766185132
4008.2082533692 0.9766319502
4008.2149381138 0.9767038386
4008.2216228694 0.9764783591
4008.2283076363 0.9762419421
4008.2349924142 0.9757964243
4008.2416772033 0.9756294365
4008.2483620036 0.9762405826
4008.2550468150 0.9762797917
4008.2617316376 0.9764156973
4008.2684164713 0.9764602037
4008.2751013161 0.9772191477
4008.2817861722 0.9776051132
4008.2884710393 0.9775538566
4008.2951559176 0.9773984901
4008.3018408071 0.9774513477
4008.3085257077 0.9774559960
4008.3152106194 0.9774725675
4008.3218955423 0.9770366707
4008.3285804764 0.9769580917
4008.3352654216 0.9772845838
4008.3419503779 0.9772245560
4008.3486353454 0.9772949860
4008.3553203241 0.9767676773
4008.3620053139 0.9771452739
4008.3686903148 0.9777776182
4008.3753753269 0.9784040189
4008.3820603501 0.9784180074
4008.3887453845 0.9781768616
4008.3954304301 0.9774405194
4008.4021154868 0.9768775545
4008.4088005546 0.9765738906
4008.4154856336 0.9766905767
4008.4221707237 0.9767576355
4008.4288558250 0.9771573381
4008.4355409374 0.9775592453
4008.4422260610 0.9772279999
4008.4489111958 0.9773334199
4008.4555963417 0.9769452947
4008.4622814987 0.9769846261
4008.4689666669 0.9769089845
4008.4756518462 0.9761333454
4008.4823370367 0.9767155586
4008.4890222383 0.9772495262
4008.4957074511 0.9776327579
4008.5023926750 0.9780664424
4008.5090779101 0.9773856085
4008.5157631563 0.9770776767
4008.5224484137 0.9766565858
4008.5291336822 0.9765488060
4008.5358189619 0.9767479951
4008.5425042527 0.9772108989
4008.5491895547 0.9773866791
4008.5558748678 0.9772340724
4008.5625601921 0.9768264173
4008.5692455275 0.9767153377
4008.5759308741 0.9770148696
4008.5826162318 0.9770437684
4008.5893016007 0.9775460057
4008.5959869807 0.9780845981
4008.6026723719 0.9778749855
4008.6093577742 0.9776598530
4008.6160431876 0.9770210733
4008.6227286123 0.9773821447
4008.6294140480 0.9774610892
4008.6360994949 0.9775386498
4008.6427849530 0.9779577558
4008.6494704222 0.9773766136
4008.6561559026 0.9768901071
4008.6628413941 0.9773713310
4008.6695268968 0.9768614605
4008.6762124106 0.9769381910
4008.6828979356 0.9769415700
4008.6895834717 0.9768917493
4008.6962690190 0.9772457720
4008.7029545774 0.9772657910
4008.7096401469 0.9770378709
4008.7163257277 0.9775812602
4008.7230113195 0.9774460801
4008.7296969225 0.9774835943
4008.7363825367 0.9773458959
4008.7430681620 0.9768674974
4008.7497537985 0.9768120964
4008.7564394461 0.9767393425
4008.7631251049 0.9762096137
4008.7698107748 0.9760577842
4008.7764964559 0.9764056307
4008.7831821481 0.9765393827
4008.7898678514 0.9771179304
4008.7965535660 0.9775007515
4008.8032392916 0.9770423980
4008.8099250284 0.9766712852
4008.8166107764 0.9766837696
4008.8232965355 0.9769550490
4008.8299823058 0.9771057282
4008.8366680872 0.9767311932
4008.8433538798 0.9765428558
4008.8500396835 0.9768547710
4008.8567254984 0.9765167346
4008.8634113244 0.9760953467
4008.8700971616 0.9767645024
4008.8767830099 0.9764888730
4008.8834688694 0.9769713216
4008.8901547400 0.9766038020
4008.8968406218 0.9768913879
4008.9035265147 0.9775023883
4008.9102124187 0.9771806453
4008.9168983340 0.9773188142
4008.9235842603 0.9778967889
4008.9302701979 0.9766667742
4008.9369561465 0.9763469543
4008.9436421064 0.9765764864
4008.9503280773 0.9764917234
4008.9570140595 0.9767436615
4008.9637000528 0.9765834276
4008.9703860572 0.9760790134
4008.9770720728 0.9762526486
4008.9837580995 0.9763708265
4008.9904441374 0.9762614626
4008.9971301864 0.9768832208
4009.0038162466 0.9768296871
4009.0105023179 0.9765134197
4009.0171884004 0.9766367164
4009.0238744940 0.9769051170
4009.0305605988 0.9763687389
4009.0372467148 0.9764212071
4009.0439328418 0.9767040132
4009.0506189801 0.9771248958
4009.0573051295 0.9768559981
4009.0639912900 0.9764042400
4009.0706774617 0.9765742492
4009.0773636445 0.9769102601
4009.0840498385 0.9774246618
4009.0907360437 0.9771207956
4009.0974222600 0.9772353038
4009.1041084874 0.9776582618
4009.1107947260 0.9774386493
4009.1174809758 0.9774797338
4009.1241672367 0.9768606449
4009.1308535087 0.9765858612
4009.1375397919 0.9769746237
4009.1442260863 0.9771033939
4009.1509123918 0.9767615836
4009.1575987084 0.9765029046
4009.1642850362 0.9770829475
4009.1709713752 0.9776947471
4009.1776577253 0.9775621643
4009.1843440866 0.9772907938
4009.1910304590 0.9770014464
4009.1977168425 0.9771230500
4009.2044032372 0.9770222160
4009.2110896431 0.9768052321
4009.2177760601 0.9763800079
4009.2244624883 0.9754395340
4009.2311489276 0.9750136188
4009.2378353781 0.9752018396
4009.2445218397 0.9757155894
4009.2512083125 0.9759266173
4009.2578947964 0.9762582624
4009.2645812915 0.9766875515
4009.2712677977 0.9765610800
4009.2779543151 0.9771256222
4009.2846408436 0.9772305899
4009.2913273833 0.9768288146
4009.2980139341 0.9766299215
4009.3047004961 0.9766521606
4009.3113870692 0.9760382354
4009.3180736535 0.9762626316
4009.3247602490 0.9752334436
4009.3314468556 0.9751020435
4009.3381334733 0.9754757854
4009.3448201022 0.9752857820
4009.3515067422 0.9767770217
4009.3581933934 0.9775333839
4009.3648800558 0.9772918210
4009.3715667293 0.9768146345
